Mes,Turno,No_Colada,GPO_CH,TCM,No_Cargas,C_Arrabio,C_Primeras,C_Segundas,C_Triturado,C_Retornos,Cumpl_CM,Cons_Chorreadura,Cons_Ri,Rendimiento_Teo,Altura_Banda,Tiempo_Caida_Banda,TPQB,Rendimiento_Real,ENERGÍA,CONSUMO_C,O2_INSTANTANEO,O2_TCM,CONSUMO_CAL_SIDER,CONSUMO_CAL_DOLOM,BALANCE_02_C,VAC_TO_VAC,COBERTURA_DE_ARCO,POWER_ON,AUXILIARES,DEMORAS,POTENCIA,FACTOR_O2,VELOCIDAD_DE_FUSIÓN,TIEMPO_VACIADO,REMANENTE_HF,ACERO_VACIADO,O2_VACIADA,TON_Hr_ACERO LIQUIDO,TEMPERATURA_VACIADO,MgO_ESCORIA,FeO_ESCORIA,CaO,SiO2,Al2O3,IB3,IB4,RESULTADO,coladas ,TEMPERATURA
Abril,1,49489,5,173.1199951,1,0,0,55.06007394,37.48844732,7.451478743,97.97439776,5.903419593,0,87.57659427,0,28,229.89824,132.8,398.5674789,16.60697829,136,27.7668677,15.48059193,15.30730173,1.672,46.05000353,80.72121573,35.16667175,4.19999981,6.68333197,117.7251053,2.145813,4922.842752,2.4,46,147,963,191.5309299,1628,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,36.56,49490,835
Abril,1,49490,5,176.1000061,1,0,0,50.8233958,40.71550256,8.461101647,96.39965583,4.315729699,0,87.90062465,0,30,146.29888,83.08,420.2157719,21.66382662,125,28.637137,14.19647878,15.04826751,1.321887287,107.8833342,50.47184567,40.26667023,9.1833334,58.43333054,110.264885,1.324651,4373.344135,2.4,45,144,806,80.08651259,1633,7.86,32.08,29.66,12.6,6.22,1.576,1.99,34.35,49491,749
Abril,1,49491,5,175.3999939,1,0,34.32155074,31.24287343,29.87457241,4.561003421,58.69740232,3.762827822,12.08665906,90.09920182,0,26,86.21184,49.15,387.6853042,16.33979532,123,25.84948779,13.34093547,13.96807346,1.581995813,49.39999723,80.11285552,36.84999847,8.81666565,3.73333311,110.7191391,2.725961,4759.83721,2,43,143,963,173.6842203,1628,8.03,32.48,30.49,10.89,6.4,1.7634,2.23,44.14,49492,733
Abril,1,49492,3B,171.3000031,1,0,30.18096906,33.68359603,30.23934618,5.896088733,91.66024199,4.378283713,10.0992411,89.81669586,0,34,151.52384,88.46,489.7839959,20.92819577,108,29.5096317,13.19322802,14.30239321,1.410041841,85.73666191,70.16885689,46.53332901,17.67000008,21.53333282,108.1805267,-1.071988,3681.232499,1.3,53,145,978,101.4735098,1633,9.36,32.08,30.79,10.69,5.71,1.8774,2.45,28.89,49493,744
Abril,1,49493,3B,168.0299988,1,0,34.99375112,27.92953639,29.57805154,7.498660953,97.08249108,5.790632625,13.92608463,90.32220437,0,24,148.91136,88.62,396.3577961,15.3186932,107,23.1387254,13.3309529,14.58072974,1.51048951,50.18333769,82.37042578,36.33333969,6.36666584,7.48333216,109.9816666,2.67051,4624.678056,4.6,65,147,901,175.7555477,1619,8.19,30.08,31.41,11.17,7.89,1.648,2.08,41.7,49494,725
Abril,1,49494,3B,168.5299988,1,0,34.65258411,32.77161336,25.45540853,7.120393995,93.95370556,6.129472497,13.58808521,90.10644989,0,29,156.7488,93.01,437.9042339,18.40621861,105,25.89449968,13.2320656,14.53747118,1.4068343,73.41666222,75.67174797,41.33333206,6.31666565,25.76666451,107.1290436,0.781855,4077.338806,4.5,61,146,1137,119.318963,1621,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,12.85,49495,789
Abril,1,49495,3B,167.8399963,1,0,34.25881792,34.40181125,25.6792183,5.660152526,89.99982499,5.505243089,12.92897998,89.95602955,0,36,154.13632,91.84,508.2221274,24.0169214,114,32.88250787,15.90800797,15.78884686,1.369139171,59.11666202,75.37602085,48.18333054,6.03333282,4.89999866,106.219307,-1.522758,3483.362284,4.2,61,146,891,148.1815735,1616,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,12.06,49496,737
Abril,1,49496,3B,156.5099945,Hibrida,0,34.11922561,44.11858667,19.46201521,2.300172513,72.62309731,7.743914127,10.73413839,89.59044151,0,25,148.91136,95.14,364.193994,20.03066967,127,25.23800485,14.37607871,16.10120816,1.259968102,43.71666431,68.78480326,30.95000076,9.21666431,3.54999924,110.5008011,3.722798,5056.865611,4.6,85,145,968,199.0087793,1628,7.64,33.28,33,12.92,5.96,1.7479,2.15,37.83,49497,729
Abril,2,49497,3B,165.7599945,Hibrida,0,34.38706564,38.40492278,24.6742278,2.533783784,78.56597523,6.768822394,12.78957529,89.51315154,0,30,151.52384,91.41,418.67762,16.54198896,136,31.40685432,17.97779982,14.90106227,1.89861415,53.88333607,65.49322404,38.26667023,7.68333292,7.93333292,108.8153153,1.256807,4331.70677,4.5,8,147,906,163.6869697,1645,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,27.96,49498,608
Abril,2,49498,3B,163.7599945,Hibrida,0,35.05129458,40.25403029,21.76355642,2.93111871,76.69229702,7.217879824,12.39618955,89.86370298,0,26,154.13632,94.12,342.5745108,11.67562325,106,20.4201277,2.015144181,7.266732046,1.748953975,56.98666191,61.18420348,31.34999657,13.33333206,12.30333328,107.3684158,5.65988,5223.604862,4.6,67,146,569,153.7201813,1628,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,29.47,49499,570
Abril,2,49499,3B,161.5599976,Hibrida,0,22.83981183,49.67813815,25.3156722,2.166377816,68.17710488,7.631839564,6.43723694,88.90925972,0,19,151.52384,93.79,339.1928746,18.65560811,106,18.98365961,18.38326346,7.365684687,1.017584605,42.43333101,57.35014577,28.75,7.76666498,5.91666603,114.3652115,6.26629,5619.478176,4.4,52,147,670,207.8554709,1612,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,44.12,49500,681
Abril,2,49500,3B,157.0299988,1,0,0,56.32681653,38.65503407,5.018149398,60.15652993,7.99210342,0,87.60224161,0,31,125.39904,79.86,362.9879669,13.88906589,128,25.81672312,17.00312055,16.87575636,1.858780376,75.31666517,68.10758988,31.46666908,6.86666632,36.98332977,108.6864319,3.686061,4990.359748,4.6,29,146,637,116.3089202,1634,8.7,31.68,23.87,13.09,8,1.1318,1.54,29.11,49501,755
Abril,2,49501,5,170.9299927,1,0,0,56.59041713,35.86263383,7.546949043,96.8269463,7.213479202,0,87.882408,0,26,175.03616,102.4,342.2453783,12.71280696,169,30.56221976,15.44491963,15.50342312,2.404049701,51.1000042,84.46358696,30.83333778,6.6833334,13.58333302,113.8378449,3.792415,5543.674639,4.9,,146,593,171.4285573,1662,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,76.06,49502,721
Abril,2,49502,3A,194.8200073,Hibrida,0,14.16692331,55.60004106,25.45939842,4.773637204,66.8605056,10.12216405,14.16692331,88.07288779,0,20,145.83848,74.86,388.0504936,18.3194737,144,31.54193496,10.83050981,11.54912183,1.721770804,59.18332911,64.30601578,42.44999695,7.56666613,9.16666603,106.8551178,2.222422,4589.399795,4.4,,143,885,144.9732573,1669,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,18.01,49503,669
Abril,2,49503,3A,168.1300049,1,0,45.50050556,21.78671266,27.18134777,5.531434009,92.83878668,5.7277107,20.87670255,91.01730804,0,34,152.32412,90.6,408.0175936,22.82162546,160,37.89329575,15.88056815,15.76161258,1.66041178,201.4166737,59.1674814,39.58333969,7.39999962,154.4333344,103.9831696,1.322988,4247.494178,4.2,,145,1169,43.1940407,1680,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,8.91,49504,623
Abril,2,49504,3A,168.8300018,1,0,46.911094,23.53254753,24.52170823,5.03465024,91.81187066,6.118580821,19.78321388,91.00124385,0,31,149.45008,88.52,358.3486308,16.40111337,154,29.23650978,15.99241824,15.69626234,1.782592994,39.08333206,88.15078534,32.01666641,5.89999962,1.16666603,113.3784332,3.413586,5273.191146,4.1,,150,911,230.277193,1653,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,58.8,49505,764
Abril,1,49505,3A,174.3800049,Hibrida,0,48.68677601,24.15988072,24.80215621,2.351187063,83.25068477,6.095882555,21.9061819,90.57655694,0,17,155.19816,89,373.3226183,39.94150594,151,31.57472099,14.16446801,14.04977596,0.790524049,59.38333226,64.54280783,36.41666794,7.33333302,15.6333313,107.2585678,2.686559,4788.466786,4.1,72,147,711,148.5265253,1671,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,26.17,49506,731
Abril,1,49506,3A,165.2299957,1,0,44.8465775,26.16352963,21.72728923,7.262603643,91.79519466,6.796586576,17.30920535,90.76826242,0,25,143.702,86.97,365.5510595,19.28826534,152,29.93403212,19.79059544,14.82781616,1.551929714,40.79999566,84.78296774,32.44999695,5.69999981,2.6499989,111.6795044,3.093433,5091.833937,3.9,69,142,813,208.8235516,1667,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,52.12,49507,682
Abril,1,49507,3A,171.9400024,1,0,47.19088054,23.01965802,22.79865069,6.990810748,96.37704372,7.490985227,21.36791904,90.9863906,0,22,158.0722,91.93,342.5613538,18.34360798,151,28.23077778,16.16843062,14.3073163,1.538998098,41.29999732,85.39986945,32.03333282,5.48333263,3.78333187,110.3225937,4.094419,5367.533981,3.7,76,146,904,212.1065513,1679,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,90.98,49508,663
Abril,1,49508,3A,166.4799957,1,0,45.95146564,25.39644402,22.28495915,6.367131187,92.11133423,6.11484863,16.09802979,90.81415185,0,26,152.32412,91.5,332.1720412,24.38731442,150,27.48077918,16.6386357,14.77655011,1.126847291,67.58333635,83.38156809,30.38333702,5.43333292,31.76666641,109.2046204,4.58422,5479.318997,3.6,68,147,636,130.5055429,1637,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,61.07,49509,649
Abril,1,49509,3A,165.0599976,1,0,46.04386284,24.02762632,22.53725918,7.391251666,94.04413091,6.397673573,20.84090634,91.00375621,0,33,114.9616,69.65,399.8546042,21.77390072,147,32.94559603,15.81243208,14.84308758,1.513077351,48.98333073,83.62162471,36.79999924,5.38333321,6.79999828,107.608696,1.769444,4485.326113,3.6,66,147,900,180.0612549,1638,7.08,34.89,29.78,9.89,5.52,1.9325,2.39,31.7,49510,710
Abril,1,49510,3A,165.5800018,1,0,46.67230342,25.18420099,22.70805653,5.435439063,90.23394806,6.884889479,20.03865201,90.80855176,0,27,149.45008,90.26,386.5201069,24.05483727,146,30.86725416,15.76277311,14.79647284,1.283203615,43.18333625,86.73106332,34.9833374,5.0999999,3.09999895,109.7665634,2.320578,4733.110507,3.3,70,143,856,198.6877519,1620,6.97,39.3,27.79,9.85,5.38,1.8247,2.28,45.66,49511,790
Abril,1,49511,3A,167.9400024,1,0,47.3978802,26.16410623,19.76896511,6.66904847,90.75423301,6.931046802,21.19804692,90.92128141,0,23,146.57604,87.28,332.2615171,28.26604699,143,25.87828949,15.48171944,14.58854332,0.915525595,40.39999437,83.64594223,30.38332939,5.5,4.51666498,110.1920013,4.864636,5527.373261,3.7,74,147,938,218.3168621,1621,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,89.32,49512,743
Abril,1,49512,3A,169.8399963,1,0,43.75294395,25.83019312,23.43382007,6.983042864,93.57692214,6.135186057,17.42816769,91.15320301,0,26,155.19816,91.38,426.8723596,21.47315166,122,29.62788571,15.42628389,14.42534181,1.37976419,151.1166601,75.12118731,40.93333054,95.34999847,14.83333111,106.2703629,1.055682,4149.185861,3.1,59,133,885,52.80688439,1621,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,30.86,49513,730
Abril,1,49513,3A,164.6799927,Hibrida,0,44.59557931,23.6580034,30.02186058,1.724556716,78.31165532,7.626912801,20.06315278,90.35171241,0,27,149.45008,90.75,451.1780623,31.34564142,124,32.25649888,16.15253897,14.87733853,1.029058504,67.78332997,64.62035225,42.79999924,6.33333302,18.64999771,104.1588745,0.21614,3847.663449,3.2,72,147,572,130.1204884,1628,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,3.51,49514,753
Abril,1,49514,3A,136.4299927,Hibrida,0,55.266437,25.74946859,15.97889027,3.005204134,74.68894056,8.304625082,25.06780034,91.03818808,0,20,155.19816,113.76,362.8234454,27.03950889,145,28.60807894,16.41867713,18.3977141,1.058010301,43.76666498,55.00109204,26.88333321,6.8499999,10.03333187,110.4773865,3.332155,5074.891258,3.8,71,145,1032,198.7814243,1642,9.39,33.28,29.93,11.26,5.62,1.7731,2.33,28.88,49515,662
Abril,1,49515,3A,170.2100067,Hibrida,0,51.40708537,26.73755949,16.2152635,5.640091651,83.08041546,6.157100053,26.14417484,91.19334939,0,29,163.82028,96.25,338.9929953,21.5968501,144,26.6553071,13.92397572,14.51148524,1.23422198,45.61666918,63.26298269,31.38333702,7.96666622,6.26666594,110.3133469,4.470291,5423.578971,4.2,37,142,940,186.7738297,1623,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,49.59,49516,734
Abril,1,49516,3A,162.9400024,Hibrida,0,50.87762367,23.22327237,23.62832945,2.270774518,81.95160298,7.266478458,25.65361483,90.93789125,0,28,149.45008,91.72,392.1688907,25.03989161,121,26.4023563,14.17699746,15.03620942,1.054411765,51.14999628,69.98142012,35.34999847,7.26666594,8.53333187,108.4582748,2.499061,4609.335488,4.1,32,145,960,170.0879889,1666,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,7.8,49517,802
Abril,2,49517,3A,179.4600067,Hibrida,0,45.55889892,26.13395743,26.18968015,2.117463502,80.59919535,7.076785913,23.26980943,90.54140198,0,29,160.94624,89.68,347.1525558,21.23592922,128,24.51799752,12.92767142,11.98038515,1.154552611,47.54999542,69.71625917,34.21666336,7.53333187,5.80000019,109.2449875,4.527182,5244.813173,3.8,11,147,622,185.4889769,1600,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,25.78,49518,676
Abril,2,49518,3A,164.75,Hibrida,0,51.25948407,26.64643399,22.09408194,0,71.77529442,6.919575114,22.85280728,90.77936267,0,27,149.45008,90.71,365.4021244,14.28831563,153,29.68133536,17.84522003,7.22306525,2.077315208,46.83333349,59.04671053,31.85000038,6.5999999,8.38333321,113.4065857,3.124787,5172.684397,3.4,28,144,940,184.4839851,1628,5.69,39.3,25.2,10.75,5.39,1.5613,1.91,39.55,49519,755
Abril,2,49519,3A,169.0099945,Hibrida,0,42.24602095,26.5960594,24.49559198,6.662327673,92.40053882,7.384178451,21.53718715,90.89320159,0,22,146.57604,86.73,381.6342352,35.45944142,154,31.43009391,15.91621849,7.04100372,0.886367429,45.7833333,69.16102314,34.38333511,6.48333311,4.91666508,112.554512,2.434474,4915.462504,3.3,36,150,797,196.5780853,1610,7.07,36.49,24.22,10.39,5.61,1.5138,1.96,57.1,49520,650
Abril,2,49520,3A,174.949997,Hibrida,0,43.62389254,24.88139468,27.03629608,4.45841669,86.67543214,5.961703344,21.14889969,90.89865676,0,23,155.19816,88.71,364.1040361,15.7587885,155,30.36867729,15.77593626,6.801943531,1.927094668,47.2166605,58.69571078,34.09999466,7.19999981,5.91666603,112.0821152,3.096808,5130.499248,3.2,56,150,1052,190.610685,1638,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,57.5,49521,607
Abril,2,49521,3A,165.699997,Hibrida,0,45.81774291,27.32649366,22.75196138,4.103802052,84.79332934,7.773083887,11.96137598,90.28098974,0,21,149.45008,90.19,305.9746586,11.67169605,145,23.43995215,16.5962586,14.78575767,2.008273009,91.83332825,61.37845912,26.63332939,7.64999962,57.54999924,114.2177811,6.492135,6221.527715,4.4,39,146,948,95.39020492,1626,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,72.98,49522,739
Abril,2,49522,3A,167.7799988,Hibrida,0,45.34509477,27.2082489,26.64203123,0.804625104,75.79854676,7.581356538,23.24472524,90.60746215,0,22,149.45008,89.08,313.5057837,11.95613312,147,24.40696167,16.21170592,16.33090964,2.041375872,54.38333464,56.44504505,27.85000229,6.73333311,19.79999924,113.3213577,5.92635,6024.415978,3.5,20,143,765,157.7689205,1626,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,72.98,49523,692
Abril,2,49523,3A,172.3099976,Hibrida,0,46.58464396,27.18356451,23.09790494,3.1338866,82.70605079,6.058847426,20.42829784,90.84847078,0,23,152.32412,88.4,351.111374,37.12494975,147,27.22999284,15.55336334,15.08908384,0.733468814,45.85000133,57.05362319,31.81666946,6.99999905,7.03333282,114.0911331,3.930909,5415.714482,3.2,26,147,620,192.3664066,1608,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,52.82,49524,590
Abril,2,49524,3A,165.6499939,Hibrida,0,50.75158467,21.66012677,22.51735587,5.070932689,90.41432119,6.266223966,26.00060368,91.34415937,0,29,137.95392,83.28,385.1494256,21.5937225,146,33.51041476,16.60126834,15.63537637,1.5518591,54.78332901,39.96537611,37.98332977,16.79999924,0,100.7810516,2.178444,4361.123548,2.9,55,143,0,156.6169883,1627,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,8.56,49525,538
Abril,2,49525,3A,174.8399963,Hibrida,0,43.75428964,30.77671013,19.63509494,5.833905285,84.6419062,7.83573553,10.58110272,90.32612674,0,24,155.19816,88.77,339.7391972,21.48821825,148,26.66437942,15.84305684,14.81354412,1.240883684,46.84999419,56.82276964,31.49999619,5.88333273,9.46666527,113.1428528,4.440785,5550.476746,2.7,56,142,792,181.8570129,1605,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,50.59,49526,327
Abril,2,49526,3A,168.6199951,Hibrida,0,49.63823983,24.46922073,21.32605859,4.566480845,86.20936889,2.134978057,9.785316095,90.90867038,0,22,149.45008,88.63,332.7007569,19.27410802,147,26.6753655,15.59720126,15.35998147,1.384,55.88332653,54.28292011,30.49999619,16.16666412,9.21666622,110.3606491,4.702812,5528.525121,2.7,60,148,798,158.9024947,1622,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,75.09,49528,768
Abril,2,49527,3A,172.3000031,Hibrida,0,42.01973302,27.6610563,26.00116077,4.318049913,84.63173557,6.186883343,7.777132908,90.14347069,0,23,158.0722,91.74,352.2925068,14.52118372,151,28.1369699,15.55426554,15.0319208,1.93764988,51.71666766,64.9272846,32.08333588,15.44999886,4.18333292,113.5168991,3.76222,5370.389279,4.8,66,146,857,169.3844634,1608,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,79.17,49529,682
Abril,2,49528,3A,157.1100006,Hibrida,0,45.93596843,29.04971039,20.36789511,4.646426071,83.57501521,6.645025778,11.32964165,90.40608491,0,22,140.82796,89.64,362.8031302,14.04111763,149,29.08790008,16.99446241,16.48526504,2.071622847,43.05000191,56.36343793,30.63333702,12.36666489,0.05,111.6430969,3.277887,5128.72628,5,58,140,785,195.1219426,1645,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,53.28,49530,656
Abril,2,49529,3A,169.6199951,Hibrida,0,49.22768541,26.0877255,20.20398538,4.480603702,84.1593847,7.988444759,23.11048225,90.97547459,0,22,146.57604,86.41,327.2019903,11.11897214,147,25.88138266,15.74106872,15.26942621,2.327677625,44.74999905,65.53413258,29.70000076,10.29999924,4.74999905,112.1212006,5.059544,5711.110801,5,46,145,889,194.4134119,1674,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,77.27,49531,615
Abril,2,49530,3A,166.6699982,Hibrida,0,43.25913482,23.92152157,28.55942881,4.259914802,85.64409215,7.643847123,21.77956441,90.76594468,0,22,149.45008,89.67,350.992984,14.89770221,145,27.80344424,15.95968098,15.59968818,1.866290777,44.54999828,55.93421751,31.80000114,8.74999809,3.99999905,110.3773575,3.854091,5241.194723,3.8,61,142,904,191.2457986,1665,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,61.8,49532,695
Abril,1,49531,3A,165.0299988,Hibrida,0,49.52432891,24.90456281,22.35957099,3.211537296,82.90842737,7.513785372,24.80155123,90.97303521,0,18,149.45008,90.56,324.1834842,11.80391453,144,25.03181258,16.30006678,20.35993471,2.12063655,47.88333702,66.60718475,28.51667023,8.66666603,10.70000076,112.5657349,5.35185,5787.141256,4.6,63,145,1063,181.6915976,1662,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,53.1,49533,746
Abril,1,49532,3A,171.4100037,Hibrida,0,50.51047197,25.29607374,20.66973922,3.523715069,81.81691819,11.35289656,23.38253311,90.61005776,0,27,152.32412,88.87,363.4560333,13.12058778,129,24.9110315,15.57668714,15.05163027,1.89862161,44.11666274,70.67257653,32.86666489,7.78333187,3.46666598,113.7322693,3.801286,5215.314795,3.5,49,147,867,199.9244606,1658,8.56,34.49,31.89,10.14,4.64,2.1576,2.74,38.77,49534,673
Abril,1,49533,3A,176.2899933,Hibrida,0,44.42679676,27.43774463,28.13545862,0,71.98356986,5.882352941,21.03352431,90.34828975,0,26,158.0722,89.67,349.9915046,13.60258716,130,24.363266,12.47943777,14.12445456,1.791075897,41.83333112,67.28797954,32.79999924,6.51666594,2.51666594,112.86586,4.439408,5374.695042,2.9,48,149,644,213.7051906,1627,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,38.77,49535,770
Abril,1,49534,3A,165.6600037,Hibrida,0,56.16322588,27.53833152,16.29844259,0,65.02715308,6.229626947,28.00917542,91.0438247,0,28,155.19816,93.68,356.1511451,13.11722777,131,24.99698122,14.3064104,15.03078562,1.905660377,41.25000143,64.41944075,31.46667099,6.39999866,3.38333178,112.4999924,4.080446,5264.618037,2.8,47,146,585,212.363629,1630,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,41.1,49536,687
Abril,1,49535,3A,172.0800018,Hibrida,0,52.70804277,28.9865179,18.30543933,0,66.96793666,7.659228266,24.29102743,90.63888889,0,27,155.19816,90.19,348.0939061,15.86471392,151,28.77731257,13.77266373,14.5281263,1.813919414,46.69999933,62.08333333,32.68333435,6.84999895,7.16666603,109.9643097,3.824404,5265.068735,3.2,59,146,921,187.5803025,1670,10.18,24.86,34.08,12.96,7.07,1.7014,2.21,59.02,49537,561
Abril,1,49536,3A,163.0899963,Hibrida,0,52.36372555,23.94996628,23.68630817,0,74.43696399,6.536268318,24.2810718,90.86240726,0,27,143.702,88.11,384.4503121,12.7414314,147,30.57820904,13.73474799,15.26764397,2.399903754,55.8666668,64.21802469,33.83333588,19.19999886,2.83333206,111.192131,2.410202,4820.393618,5,55,144,982,154.6539376,1642,8.77,30.48,28.35,12.72,6.06,1.5096,1.98,44.12,49538,593
Abril,1,49537,3A,166.0800018,Hibrida,0,57.26156069,20.03853565,22.69990366,0,73.66014164,6.189788054,29.56406551,91.35802023,0,23,140.82796,84.8,332.3699385,15.22157979,151,27.08935423,13.54768771,13.78853549,1.779667722,51.69999504,66.41371994,29.68333054,18.59999847,3.41666603,111.5777741,4.643154,5595.059544,1.6,61,144,848,167.1180044,1649,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,78.99,49539,773
Abril,1,49538,3A,170.6199951,Hibrida,0,51.69382253,22.24827101,21.80283671,4.255069746,86.66147387,6.540851014,25.49525261,91.20173485,0,25,152.604,89.44,335.2479289,15.40851058,149,27.21251983,13.1872,15.17993245,1.766070749,86.46666527,63.14783198,30.96666718,9.16666603,46.33333206,110.8288345,4.516379,5509.79523,1,57,144,594,99.92290061,1642,9.91,26.47,31.9,13.43,6.65,1.5886,2.08,61.74,49540,711
Abril,1,49539,3A,159.7700043,Hibrida,0,50.6978782,30.4625399,18.8395819,0,67.40030091,6.647055142,24.59785942,90.58121049,0,23,115.97904,72.59,403.7053156,19.42792713,146,33.37297276,14.83382323,15.58490288,1.717783505,51.23332691,67.9132336,36.36666107,9.39999962,5.46666622,106.4161453,1.6314,4393.309684,5,61,143,1088,167.4691166,1685,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,26.96,49541,745
Abril,1,49540,3B,164.199997,Hibrida,0,37.454324,38.85505481,23.69062119,0,68.87646734,7.978075518,14.9817296,89.44031669,0,30,185.15952,112.76,359.9269251,17.88672384,148,28.31912355,13.76370306,15.1644339,1.583248212,44.6166594,71.79277108,31.23332977,9.64999771,3.73333192,113.5325623,3.468436,5257.204344,0.3,70,145,758,194.9944285,1622,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,42.46,49542,692
Abril,1,49541,3B,173.8699951,Hibrida,0,39.31673089,39.51803071,21.1652384,0,66.08243957,7.212285041,15.90843734,89.59855064,0,28,152.09532,87.48,345.0854183,15.61511518,149,27.62983916,13.63087402,14.26353062,1.769429098,45.68333101,69.58694517,32.04999924,9.03333282,4.59999895,112.3244934,4.092118,5424.960975,0.2,62,146,940,191.7548438,1669,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,40.56,49543,715
Abril,1,49542,3B,164.7200012,Hibrida,0,40.79650316,41.53715396,17.66634288,0,62.40905968,6.47158815,14.69159786,89.62688198,0,23,142.17606,86.31,359.3977632,15.96648847,148,27.7440503,14.38805235,15.11656133,1.737642586,42.98333215,70.41097561,30.86666679,7.31666517,4.80000019,115.0755768,3.559402,5336.501098,3.7,66,147,769,205.195818,1622,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,60.8,49544,662
Abril,1,49543,3B,179,Hibrida,0,35.58659218,36.59217877,27.82122905,0,73.50618796,7.150837989,11.95530726,89.4122905,0,26,158.70816,88.66,388.2681564,17.34636872,140,29.22346369,14.80446927,14.46927374,1.684702093,46.66666103,71.04004499,37.28332901,8.24999905,1.13333297,111.8462296,2.391292,4801.073422,3.6,64,147,998,189.0000228,1649,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,37.87,49545,825
